iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
5289,403,220,205,443,15,10,19,10,14,2,NYU,10730,Medicine,Other,Law,1,18,36,3,6,0,5,2,6,4,7,6,95584,1431,32030,8,8,70,29,91,75,15,19,7,3,10,10,1,8,5,5,9,7,9,7,10,1,7,4,6,10,6,10,7,10,1,1,0.01598532806437114,4,8,3,7,7,9,3,3,1,5,8,4,10,3,10,10,1,1
5290,125,285,13,346,14,14,12,6,13,2,NYU,19427,Arts,Other,Business,0,27,25,5,3,0,9,5,5,5,16,12,44837,1508,22474,3,2,22,10,25,15,75,57,2,5,9,5,9,4,5,10,5,3,1,3,5,2,1,3,3,3,1,1,4,2,0,0,0.57436274759299,1,5,2,7,9,4,6,1,6,6,7,1,9,7,4,5,9,0
5291,352,81,132,486,11,12,9,5,1,2,Columbia,18745,Science,FL,Other,0,27,42,3,3,1,3,3,2,5,3,3,131743,947,25707,9,2,31,81,78,5,85,89,9,3,2,7,9,3,1,7,5,5,1,3,4,2,6,3,5,6,6,1,2,4,1,0,-0.6199286710317655,1,5,6,3,3,5,8,9,3,9,3,1,3,3,7,7,2,0
5292,422,2,232,197,21,6,3,10,10,1,Columbia,13105,Law,NY,Other,1,20,20,6,3,0,3,5,4,4,11,17,107820,834,14377,4,3,61,73,61,77,39,67,10,1,6,1,3,7,3,10,3,2,2,2,1,1,3,3,3,1,1,3,5,2,0,0,-0.06117462820939257,1,8,8,2,2,9,7,1,6,8,9,2,10,2,8,4,1,0
5293,159,92,90,118,10,5,10,8,5,1,Other,13736,Business,TX,Arts,1,34,18,3,1,0,8,2,1,1,17,1,37920,961,56725,8,8,87,38,11,86,84,32,2,1,1,1,1,1,2,8,5,3,1,6,2,1,6,3,3,6,6,6,2,1,0,0,0.026464316407318167,2,8,8,3,4,5,3,1,4,3,9,2,8,10,2,9,4,0
5294,283,258,476,122,8,12,1,14,11,2,Other,10621,Business,FL,Medicine,0,36,18,1,3,0,3,5,5,3,9,3,120454,1088,14576,1,8,0,44,19,81,98,88,6,10,4,3,7,4,4,6,4,6,5,4,4,2,6,1,5,3,1,7,2,4,0,0,0.6105185797940589,9,2,10,9,1,2,3,7,2,4,8,10,4,7,4,1,1,0
5295,54,237,143,450,3,11,5,4,12,2,NYU,11565,Other,NY,Arts,1,28,24,2,5,0,8,6,3,1,18,1,125727,1516,59640,10,5,90,33,95,58,34,44,9,1,2,6,8,5,5,3,4,2,1,3,5,1,5,3,8,4,7,5,2,1,0,0,-0.8284225613468938,3,1,4,8,6,1,6,8,4,5,9,1,8,9,6,7,2,0
5296,154,227,32,216,1,9,1,14,12,1,Other,17514,Medicine,FL,Medicine,1,35,38,6,6,1,1,2,2,1,18,7,81674,1078,20352,4,3,18,8,24,41,55,50,4,3,3,6,5,4,7,4,4,6,4,6,2,1,4,6,2,3,4,7,1,1,1,0,-0.6247177108188919,1,3,4,1,2,4,2,3,7,4,5,10,5,10,8,10,2,0
5297,341,194,409,48,20,12,19,5,12,2,Other,13581,Other,TX,Medicine,0,19,30,1,6,0,1,4,1,4,8,14,148207,942,11366,6,1,9,10,71,68,77,32,9,3,2,10,10,5,6,9,3,6,6,5,2,1,3,4,5,1,4,5,4,3,0,0,-0.7287110977933293,9,2,2,5,7,4,5,5,2,9,9,7,2,2,1,8,5,0
5298,223,41,396,481,18,7,17,5,12,2,NYU,17354,Arts,NY,Law,0,26,18,5,6,0,7,2,1,5,3,2,106862,1051,24828,7,1,62,4,60,96,93,64,4,10,9,6,9,1,5,5,4,7,5,1,5,2,5,3,10,2,5,4,4,3,1,0,0.7262998281402788,9,4,5,2,4,2,4,9,1,1,6,3,6,5,7,10,7,0
5299,242,273,281,45,8,5,16,13,6,2,Other,17526,Law,NY,Medicine,0,41,33,6,3,0,8,5,3,5,8,2,37977,1535,56159,8,1,84,90,61,78,2,91,6,9,4,2,6,3,4,8,4,3,4,5,1,1,3,6,5,4,2,2,3,2,0,0,-0.386579572131317,9,3,1,10,6,10,7,4,10,4,7,6,7,8,3,8,4,0
5300,487,51,44,175,18,8,2,7,13,1,Other,13915,Other,FL,Other,1,34,39,5,4,0,4,5,6,2,5,3,92722,972,56058,7,2,56,16,74,34,83,14,9,4,10,3,3,5,5,6,4,5,2,1,3,2,1,1,2,6,2,5,2,3,0,0,0.8645007057863272,3,2,7,5,9,7,2,7,4,7,8,2,1,4,8,5,1,0
5301,61,273,206,474,14,10,11,14,13,1,Columbia,11222,Arts,TX,Medicine,1,31,39,1,5,0,3,6,4,1,12,6,88040,918,21414,4,6,42,87,2,27,53,51,5,4,8,2,1,2,3,8,2,1,3,6,2,1,5,6,9,5,4,2,5,4,1,0,-0.7409052022744751,7,6,2,5,6,10,10,7,9,8,8,6,10,4,1,6,5,0
5302,455,214,25,477,2,12,10,17,13,2,NYU,13808,Science,Other,Science,1,21,31,6,5,0,8,2,6,4,11,8,64258,815,34476,1,5,98,49,6,100,60,33,9,4,6,2,9,5,3,5,7,1,6,4,1,1,1,1,2,5,2,7,4,1,0,0,0.8744231842274457,2,1,4,4,7,9,5,9,8,2,8,5,4,10,2,4,9,0
5303,277,97,199,281,18,3,3,19,7,1,Columbia,18409,Law,TX,Arts,1,34,21,1,3,0,4,1,3,6,10,11,143195,1249,44450,1,7,41,92,83,80,72,6,4,6,9,2,1,6,6,3,3,1,2,6,2,2,6,1,5,6,4,1,4,1,0,1,0.3498896940009768,1,10,4,7,3,3,6,7,7,3,2,1,1,7,3,9,9,0
5304,394,272,457,216,18,5,7,12,10,2,NYU,19164,Science,FL,Medicine,0,34,40,5,4,0,9,1,2,2,8,6,83764,1344,54041,4,8,28,100,97,61,45,3,10,8,7,1,9,10,8,7,7,4,8,7,7,2,10,8,7,6,4,9,6,8,1,1,0.3749854158444925,9,8,7,10,3,6,3,7,6,8,7,9,2,5,10,8,5,1
5305,100,168,47,307,10,8,3,19,9,1,NYU,12113,Medicine,Other,Other,1,29,40,2,6,0,7,6,1,6,7,1,104025,1558,52834,7,7,19,81,40,62,8,70,8,6,9,3,2,1,7,10,4,3,6,5,2,1,4,6,6,6,6,6,3,4,1,0,0.5127566827161218,7,8,2,2,6,2,8,5,2,4,8,6,7,6,2,4,4,0
5306,1,201,171,456,21,9,15,18,2,1,NYU,18671,Business,TX,Science,0,37,29,3,1,0,2,3,7,7,7,9,41379,1556,57093,3,8,32,93,96,42,32,0,4,2,8,7,1,5,7,2,5,6,6,2,3,2,3,5,7,3,2,5,3,3,1,0,0.31867266306517217,3,8,9,8,1,6,8,1,8,10,3,7,2,6,1,8,9,0
5307,111,126,109,376,2,11,9,4,10,1,NYU,14381,Medicine,FL,Science,1,35,42,3,4,0,3,1,2,3,15,8,89164,1432,54897,8,9,1,17,49,77,98,46,2,6,6,8,4,7,10,10,8,9,10,9,10,2,8,10,9,7,9,9,8,10,1,1,0.9487659057095861,3,9,6,5,1,6,6,6,10,5,8,6,9,8,4,8,8,1
5308,129,82,469,168,21,8,2,1,4,1,NYU,16472,Law,CA,Science,0,20,29,2,1,0,8,6,4,5,18,17,99046,1101,50517,10,1,82,35,95,29,95,35,8,3,10,6,2,4,7,3,6,6,6,1,1,1,3,2,1,4,5,2,2,3,1,1,0.056278299422783284,10,5,4,8,9,9,3,1,7,10,9,9,5,8,5,2,7,0
5309,393,49,150,35,17,4,7,10,5,2,Columbia,18794,Medicine,TX,Business,0,28,34,2,6,0,8,2,3,3,16,7,118497,1328,51793,6,3,52,60,57,45,88,71,6,4,3,6,10,3,1,10,6,6,6,4,5,1,4,7,2,2,2,7,4,1,0,0,-0.30267378723483396,8,7,1,5,10,7,9,6,2,7,10,10,9,6,8,5,2,0
5310,291,72,497,166,3,12,7,7,13,1,NYU,18777,Business,NY,Medicine,0,42,38,5,5,1,9,4,1,7,8,7,79881,1525,43517,5,6,63,92,37,2,98,3,7,10,4,5,7,3,2,8,3,6,4,2,4,1,2,1,8,2,4,2,5,1,0,0,0.4235868171970254,5,7,6,4,4,1,2,8,7,3,8,5,2,4,5,3,10,0
5311,258,93,486,198,16,2,3,17,11,1,Columbia,13127,Arts,Other,Medicine,1,35,32,3,2,0,3,2,5,2,12,3,96569,1439,58545,10,8,79,50,70,24,14,25,9,5,1,8,7,2,4,4,3,3,1,3,2,2,5,2,1,6,5,5,2,4,0,0,-0.7184968794561533,6,3,2,10,2,3,5,10,3,7,1,10,9,5,2,9,4,0
5312,480,261,157,161,20,1,5,10,13,2,NYU,13422,Medicine,Other,Law,0,21,27,2,6,0,4,1,3,3,1,2,62019,1002,35477,2,4,70,99,74,63,28,67,5,3,3,7,1,5,7,4,5,6,7,3,2,1,6,1,4,4,2,4,2,2,0,0,-0.2784375472245837,3,5,2,5,7,9,9,3,7,5,7,2,2,4,8,6,6,0
5313,84,261,293,376,20,12,3,9,3,1,Other,10808,Other,Other,Arts,0,34,20,3,4,0,8,2,2,6,14,5,94505,1041,28154,7,8,75,59,6,17,99,11,6,2,8,2,1,2,4,2,4,5,7,3,1,2,5,1,9,4,6,1,2,4,0,1,-0.5867000680432937,4,8,1,6,8,8,4,7,7,7,10,10,6,1,2,8,6,0
5314,353,150,203,44,12,5,8,19,11,2,Columbia,17878,Business,NY,Business,1,35,40,2,5,0,10,3,6,2,6,7,64168,812,34998,1,2,67,46,30,3,98,9,10,1,7,6,3,2,6,5,2,6,1,5,4,1,2,5,7,4,7,3,1,4,0,0,-0.939164294190246,5,6,5,5,1,5,10,6,10,1,7,2,2,9,2,5,5,0
5315,21,273,3,167,19,2,1,8,11,2,NYU,15743,Science,NY,Law,0,22,37,6,6,1,6,4,2,2,11,15,105842,984,42427,10,9,84,62,28,23,9,45,2,5,5,6,7,3,7,6,1,6,5,4,4,1,1,3,3,4,1,7,4,4,0,0,-0.2069188222209395,2,5,5,9,3,4,6,10,3,5,4,7,1,5,8,2,3,0
5316,178,176,384,41,8,1,15,9,11,2,Other,18824,Business,Other,Science,1,31,37,5,5,1,5,2,6,4,16,7,84208,1294,11603,2,6,30,46,87,58,1,26,9,4,2,1,1,2,4,5,7,7,6,6,1,2,2,2,7,4,3,7,5,2,0,0,0.6968958224012585,3,7,8,9,6,7,5,7,5,8,6,7,5,6,4,10,9,0
5317,222,63,59,46,1,3,6,17,12,1,NYU,15773,Other,TX,Medicine,1,27,29,6,6,1,1,4,5,3,9,15,86116,1202,33747,9,1,70,38,54,45,58,23,10,6,4,9,7,4,1,7,5,1,7,5,4,1,6,2,10,1,3,2,1,1,0,0,0.8337670087784537,3,3,6,7,6,9,6,9,6,6,8,8,7,2,5,3,10,0
5318,474,32,306,95,2,10,6,16,9,2,Columbia,14777,Other,Other,Business,0,32,18,3,5,0,2,4,4,5,14,12,80636,882,59398,6,9,76,76,53,68,48,32,3,6,8,6,9,6,2,3,1,3,1,5,5,2,3,2,1,6,5,3,1,4,0,0,0.013411022904533443,10,10,6,3,3,9,6,8,1,7,10,5,2,10,3,2,6,0
5319,189,128,82,433,19,10,7,10,8,1,Other,16622,Arts,Other,Arts,0,18,18,2,3,0,1,5,5,1,2,4,132408,1267,34572,2,3,81,22,21,10,45,36,1,2,7,4,8,6,6,2,6,2,4,6,4,2,3,6,2,2,4,1,1,3,0,0,-0.08598273137146517,7,8,4,4,3,3,9,10,6,1,3,8,9,10,3,5,9,0
5320,60,58,466,374,3,10,5,1,11,1,NYU,18126,Science,Other,Medicine,1,33,27,5,6,0,3,1,1,1,17,5,125101,1135,26373,2,7,55,20,12,0,20,6,10,7,9,6,4,6,2,6,5,6,4,4,2,1,3,3,8,1,1,1,1,3,0,0,0.8639023764324247,7,6,4,2,4,3,10,1,9,6,9,7,1,10,2,6,2,0
5321,479,218,420,354,3,11,7,3,5,1,Columbia,15700,Law,NY,Science,0,28,35,1,2,0,10,3,1,4,14,1,113978,880,43495,7,2,30,79,62,94,99,65,1,9,10,6,8,5,7,1,2,3,2,1,1,1,2,2,10,3,3,7,5,4,0,0,0.05167310631329558,8,6,7,7,10,5,3,5,3,4,7,4,2,2,10,6,8,0
5322,327,125,442,387,17,5,4,8,1,2,Other,19331,Other,Other,Business,1,40,32,3,4,0,5,2,7,3,15,13,88818,908,19560,5,2,16,87,47,84,35,5,8,1,4,7,3,9,5,6,7,6,5,8,7,1,9,5,6,7,6,6,7,6,1,1,-0.45078273779113287,3,2,3,2,2,4,9,10,8,4,1,5,5,1,7,3,2,1
5323,426,176,398,23,20,1,9,18,9,1,NYU,18542,Science,TX,Arts,1,37,19,2,5,0,1,1,6,6,18,14,20752,992,40418,4,8,44,29,32,33,7,78,9,7,2,10,2,7,9,7,10,6,9,8,8,2,6,8,6,10,6,8,9,9,1,1,-0.9253144927637367,6,8,4,7,2,5,6,5,5,9,4,3,10,2,6,10,9,1
5324,133,107,451,479,18,5,8,8,12,2,NYU,15417,Arts,CA,Arts,1,23,34,2,3,0,6,1,4,4,6,4,120031,1500,55221,10,2,99,9,0,80,100,24,8,6,4,10,9,6,5,8,4,7,2,5,1,1,2,2,1,2,1,3,4,4,0,0,0.1802647257585155,3,3,3,9,10,9,9,4,2,10,5,10,1,6,9,2,2,0
5325,327,145,312,339,4,9,9,12,11,1,NYU,14881,Other,FL,Law,0,41,25,4,1,0,10,4,4,3,12,3,135608,1069,12104,1,5,2,58,86,21,95,7,4,4,2,2,5,7,2,4,1,7,4,1,4,1,2,6,9,4,7,1,2,3,0,0,-0.7223187602204739,9,3,2,10,10,4,1,3,1,6,5,4,6,1,10,10,7,0
5326,339,14,83,183,8,7,13,17,12,2,Other,17985,Law,NY,Business,1,39,39,5,1,0,5,1,3,5,17,5,31651,845,10304,3,4,19,73,8,28,97,69,2,8,10,6,9,2,5,6,2,2,5,5,2,1,6,2,1,3,2,1,2,2,0,1,0.614082439469708,3,4,3,4,5,9,3,10,10,10,4,9,2,1,5,4,5,0
5327,393,36,118,213,2,13,19,9,10,2,NYU,16059,Business,Other,Medicine,0,33,39,6,5,0,8,6,3,1,3,17,55485,1536,46028,2,9,9,25,16,44,68,20,6,6,1,7,3,2,3,6,3,7,4,2,4,1,1,7,1,3,7,2,3,4,0,0,0.14300187764195726,6,8,9,2,2,7,9,3,1,5,6,7,9,4,8,3,1,0
5328,16,71,253,92,20,11,7,18,14,1,Columbia,12962,Other,TX,Law,0,19,43,6,6,1,1,3,3,4,10,9,133007,1512,19622,2,3,53,89,57,70,80,55,9,9,5,1,10,10,10,10,8,5,10,7,9,1,10,10,9,9,6,10,8,8,1,1,0.40898371618942586,7,7,10,9,1,3,8,7,2,1,5,6,10,4,4,7,5,1
5329,419,93,170,134,11,1,13,16,13,1,NYU,11174,Medicine,FL,Arts,0,18,43,5,4,0,9,5,4,3,8,15,103938,1226,29083,1,4,46,16,76,23,39,62,7,8,3,6,9,6,2,3,4,3,2,3,2,1,6,7,2,4,5,6,2,4,0,0,0.24620789459200032,9,6,3,4,1,10,3,1,6,3,4,5,10,1,3,8,9,0
5330,171,181,280,394,15,8,17,2,11,1,NYU,10119,Arts,NY,Science,0,41,26,5,2,0,9,3,5,7,8,6,79092,911,17099,2,1,80,2,58,23,48,63,1,4,9,6,4,7,1,10,2,5,1,3,5,2,2,6,6,6,3,4,3,2,0,0,-0.08977334958133087,7,7,6,5,9,2,3,2,3,2,2,10,8,8,10,4,8,0
5331,29,56,16,263,4,3,6,16,7,1,Columbia,13042,Business,TX,Medicine,1,41,38,3,1,0,5,6,5,6,4,2,102383,803,27366,4,3,61,21,42,81,29,92,7,9,6,7,10,4,1,3,7,1,1,1,1,1,4,5,8,5,2,6,3,3,0,0,0.7444712279889483,9,3,3,4,4,7,10,5,1,5,5,6,4,10,1,10,3,0
5332,23,159,43,203,11,9,6,9,9,1,Columbia,19733,Other,TX,Medicine,0,26,37,2,1,0,7,4,6,6,15,17,135630,1335,10936,2,1,6,13,38,0,40,20,8,2,6,6,2,2,2,6,6,2,1,3,4,2,6,7,1,5,7,7,4,3,1,1,-0.2738537921173143,10,2,3,3,9,4,6,4,5,4,1,4,10,2,5,4,9,0
5333,93,91,287,100,15,7,12,16,10,1,Other,10409,Law,TX,Medicine,1,39,28,2,5,0,3,4,3,7,1,10,76967,1057,46385,7,3,50,21,97,42,71,71,6,9,7,2,6,5,4,10,5,2,3,6,3,1,5,1,5,1,4,1,5,1,0,0,-0.518129497638329,10,4,7,4,9,1,9,1,4,10,8,8,5,7,3,6,2,0
5334,455,46,326,316,17,2,2,2,2,2,Columbia,14872,Law,CA,Arts,1,29,23,4,3,0,10,3,2,3,17,9,122788,1406,13439,9,2,56,23,65,45,32,36,10,2,5,2,10,6,3,9,5,4,5,4,2,1,5,1,7,3,1,2,3,2,0,0,0.10683477283896181,2,5,6,4,8,3,8,8,10,5,2,2,9,9,3,8,1,0
5335,130,298,77,91,18,5,11,11,10,1,Other,17539,Other,NY,Law,0,34,41,6,6,1,5,3,4,2,1,10,32811,1534,50812,2,2,40,19,27,46,77,58,5,9,3,7,6,1,4,9,7,4,7,5,3,1,4,7,10,3,7,1,3,4,0,0,0.4279368479114827,10,7,9,2,9,4,5,8,8,2,5,5,1,5,2,4,10,0
5336,359,211,241,22,18,7,8,11,7,2,NYU,19298,Arts,CA,Business,1,42,31,1,5,0,1,5,3,6,7,14,108667,1566,53040,1,6,49,43,19,93,33,31,10,7,7,4,4,2,7,6,1,4,3,4,4,2,6,1,3,3,3,4,4,2,1,1,0.07299156263519091,8,7,8,4,10,5,6,4,4,10,8,10,4,1,7,6,3,0
5337,427,189,472,383,9,2,9,1,1,2,Columbia,16086,Business,NY,Science,1,32,18,3,2,0,2,3,6,5,3,5,35713,1048,50655,1,1,28,62,80,63,69,21,5,9,6,10,5,7,6,5,5,5,4,5,4,2,4,6,9,4,5,6,1,2,0,0,0.5129529531830559,2,7,6,10,3,1,3,3,2,7,1,10,1,10,5,1,4,0
5338,454,234,111,249,20,8,13,4,11,1,Columbia,11337,Arts,Other,Medicine,0,36,24,1,1,1,6,4,1,1,3,3,72608,1256,42631,5,1,96,18,51,92,33,71,4,8,9,9,3,8,5,5,9,6,8,10,8,1,9,4,4,8,5,9,9,8,1,1,0.5262386224546931,5,5,2,6,3,5,9,1,3,3,1,1,4,10,9,5,4,1
5339,346,119,154,85,10,13,11,13,12,1,Columbia,15452,Other,Other,Law,1,44,41,3,6,0,3,5,3,5,13,13,42611,1567,44303,4,6,55,16,11,86,92,39,8,6,1,5,6,3,6,8,1,1,6,1,1,2,5,5,5,6,1,4,1,3,0,0,0.7973049710769005,7,4,1,8,10,9,3,8,9,9,1,7,4,4,2,9,1,0
5340,290,245,205,274,1,10,14,16,5,1,Columbia,19175,Science,NY,Law,1,39,26,1,6,0,3,6,7,4,4,9,103911,1473,13744,9,5,5,77,55,79,22,94,8,1,10,9,9,1,6,7,1,7,3,1,2,1,1,3,4,3,2,3,1,2,0,0,-0.8187805848554441,1,3,9,8,7,1,1,6,2,2,10,9,3,5,5,4,9,0
5341,124,198,412,470,16,13,5,4,5,1,Columbia,12060,Other,NY,Science,1,27,28,5,3,0,2,6,4,7,4,12,141625,1594,49665,2,6,3,54,13,78,7,96,2,8,6,8,7,7,5,3,6,6,1,4,2,2,3,1,5,4,6,1,2,4,0,0,-0.620598244103564,9,1,8,10,4,4,3,1,1,5,6,4,9,4,9,6,2,0
5342,98,250,83,52,3,13,17,8,11,2,Columbia,15311,Science,Other,Law,1,43,41,6,3,0,8,2,2,2,11,11,44829,1486,54286,4,7,63,88,26,80,47,61,1,5,6,6,10,3,4,9,3,3,1,5,4,2,2,3,10,5,2,2,4,1,0,0,-0.5895985536494028,10,1,8,7,4,9,10,3,10,6,4,9,7,8,3,4,1,0
5343,80,120,105,96,20,6,2,15,11,2,Other,18593,Business,FL,Business,0,44,40,5,4,0,4,4,6,5,17,4,22438,969,53345,4,2,96,5,8,44,40,35,2,6,5,7,3,2,5,3,1,5,2,5,3,2,2,2,9,5,2,5,3,3,1,0,-0.6357096923545138,8,6,8,1,6,9,7,7,4,9,2,7,9,7,8,8,10,0
5344,385,256,146,65,15,10,4,14,6,2,Columbia,10090,Other,NY,Law,1,29,33,2,4,0,9,1,2,5,18,6,92645,1409,27843,6,7,38,2,44,19,21,61,3,8,10,2,9,7,5,9,5,4,5,1,2,2,5,5,6,3,6,6,2,2,0,0,0.7887986746641333,10,5,3,1,7,10,7,6,2,2,10,5,10,1,4,10,1,0
5345,346,54,252,400,13,5,4,7,7,2,Columbia,16773,Science,FL,Law,1,31,36,4,4,1,5,6,4,4,16,2,140741,1565,55953,8,5,15,1,99,9,32,77,7,3,8,4,2,3,3,1,5,1,6,6,5,1,3,2,4,2,6,1,2,2,0,0,0.15626750723053418,2,2,3,4,7,4,10,9,2,5,10,8,4,3,3,4,7,0
5346,498,114,298,235,20,5,17,10,2,2,Columbia,13921,Other,FL,Law,1,26,19,1,4,0,9,2,3,7,3,7,30463,1455,44602,10,5,93,87,32,11,12,80,1,8,4,5,6,3,2,3,2,5,1,1,5,1,1,2,5,5,7,6,3,3,1,0,0.6053869505796032,4,4,2,1,6,9,8,2,3,6,2,10,9,2,4,7,3,0
5347,389,28,200,155,2,5,7,17,9,1,Other,14299,Science,TX,Arts,1,44,32,3,3,1,2,2,3,4,7,9,84997,1176,13947,4,2,81,57,54,41,94,93,7,8,1,4,5,10,7,10,10,7,8,7,8,2,10,8,9,10,7,7,7,9,1,1,-0.8585747230944356,3,3,3,7,5,10,10,5,9,6,10,5,10,10,2,8,1,1
5348,133,113,197,222,21,11,3,15,4,2,Columbia,18320,Law,Other,Business,0,30,20,5,3,0,2,6,4,7,15,8,54927,1085,42688,3,4,43,77,28,80,9,28,1,3,3,6,8,6,7,9,2,5,3,1,4,2,4,3,3,2,1,2,3,3,0,0,-0.07709180721268116,7,9,6,3,4,2,3,6,1,6,8,1,2,3,7,2,3,0
5349,240,123,239,327,17,7,19,8,6,2,Other,12323,Arts,NY,Law,1,20,21,3,6,0,9,5,2,1,17,2,133561,898,36179,1,7,91,10,12,14,40,4,1,10,7,8,10,7,6,8,7,7,5,2,3,1,4,2,4,2,3,4,2,2,0,1,0.5511173197427737,8,9,5,6,8,8,6,9,7,3,9,3,1,6,6,2,1,0
5350,149,274,457,456,18,4,5,8,12,2,NYU,14465,Science,FL,Science,0,38,37,1,4,0,7,5,3,5,1,6,110219,1452,15114,6,1,55,52,26,23,11,47,7,3,3,2,9,5,2,2,5,5,6,3,5,2,6,5,7,4,1,6,5,4,1,0,-0.9913776978087767,10,4,1,4,5,9,5,7,9,10,8,1,9,1,3,9,2,0
5351,254,221,283,374,16,13,12,19,13,2,Columbia,15884,Arts,CA,Other,1,31,39,1,2,0,1,6,5,2,7,12,35415,1591,57575,1,8,83,19,70,86,4,61,10,1,8,3,4,6,5,9,6,7,6,3,1,1,5,7,8,2,3,4,3,2,0,1,-0.3337653433041765,8,9,10,9,10,3,2,2,2,7,3,9,6,9,2,4,7,0
5352,177,84,143,208,1,6,16,6,13,2,Other,13896,Law,TX,Other,0,38,24,2,4,0,9,1,5,6,12,1,62556,1161,49983,4,1,21,63,49,53,89,79,9,1,4,9,7,4,4,9,3,1,6,6,1,1,6,5,3,1,2,3,1,1,0,0,0.11438129177585732,9,6,7,10,3,3,10,10,7,3,10,4,6,1,8,2,7,0
5353,31,70,289,421,15,1,11,14,8,1,Columbia,11608,Science,NY,Medicine,0,27,29,5,2,0,7,5,3,1,3,3,24235,1064,45928,3,1,32,60,33,21,30,40,7,6,4,1,7,5,6,10,4,4,3,2,3,2,3,7,5,5,1,3,3,2,1,1,0.9679383063860378,1,5,6,1,3,8,6,7,1,7,4,1,1,9,4,5,9,0
5354,422,94,406,12,12,7,2,5,14,2,Columbia,14257,Medicine,NY,Science,0,33,21,2,1,0,10,1,1,7,16,11,64612,1591,50052,4,7,16,34,59,10,30,0,5,9,8,9,2,5,2,2,1,7,6,2,5,1,1,3,2,1,4,7,4,4,0,0,-0.7072847749810645,3,10,4,3,5,7,3,8,7,5,10,8,2,3,1,6,7,0
5355,83,16,155,343,18,4,14,12,3,1,Other,11215,Medicine,Other,Law,0,24,27,6,1,0,5,5,2,5,2,7,53143,1220,47495,2,9,68,21,46,27,44,55,8,4,1,3,4,7,7,9,2,1,3,1,4,2,3,7,6,1,6,4,5,2,1,0,0.9999318142116493,3,1,4,2,9,2,6,5,4,10,6,1,10,7,3,9,9,0
5356,85,76,442,498,15,3,14,6,9,2,Columbia,16603,Arts,Other,Business,0,21,23,4,6,0,8,1,3,7,7,10,125002,1412,28303,1,9,51,48,96,54,27,76,8,6,8,10,10,7,10,7,10,5,8,10,8,2,7,10,6,10,4,7,10,7,1,1,-0.048093678491527125,4,7,10,2,3,2,3,6,5,1,1,8,5,3,10,4,6,1
5357,287,266,363,288,17,10,10,12,6,1,Other,18964,Business,CA,Medicine,1,44,42,6,2,0,3,4,3,6,13,17,26999,1444,40113,9,1,50,96,27,64,59,3,2,3,2,7,3,8,9,7,9,6,6,9,9,2,9,8,8,10,6,6,8,9,1,1,0.09083048312743447,4,7,6,1,9,10,1,8,9,10,6,5,6,6,3,2,6,1
5358,325,283,423,491,7,13,16,6,9,2,Other,16578,Law,TX,Other,1,37,39,3,3,1,7,3,4,2,11,1,105025,979,46190,5,9,45,55,61,96,54,3,5,5,8,6,4,4,4,4,7,5,7,5,5,1,1,1,2,2,6,7,4,2,1,0,0.28975869696840606,10,9,8,6,1,1,7,2,7,5,4,8,4,8,7,3,6,0
5359,63,173,474,205,16,5,19,13,8,1,Other,15031,Medicine,Other,Arts,1,40,31,6,5,0,1,1,7,2,2,9,41168,1040,58967,2,7,48,43,12,55,11,24,6,7,3,10,9,8,6,8,10,5,7,7,9,2,7,7,7,9,5,7,6,10,1,1,-0.5986704676865895,7,4,8,8,10,4,9,3,8,8,8,10,8,2,1,3,6,1
5360,45,73,61,109,12,5,7,19,12,1,Other,11180,Law,TX,Science,0,42,20,2,5,0,9,1,3,3,9,3,28466,1586,37275,2,5,27,76,59,38,24,88,10,2,1,7,10,6,7,5,8,5,5,9,9,1,6,6,5,9,4,5,10,9,1,1,-0.91801833052953,4,9,5,5,6,5,7,1,7,6,9,9,7,1,3,4,6,1
5361,228,29,492,278,3,1,4,17,6,2,NYU,16199,Law,NY,Business,1,28,34,6,3,0,1,3,1,5,9,16,83145,1287,44311,5,7,77,43,79,94,48,4,2,7,6,3,1,10,8,5,9,9,6,7,10,2,9,7,5,9,9,5,6,10,1,1,0.5485468394111788,4,5,4,7,4,7,9,3,6,7,1,6,8,7,6,8,3,1
5362,445,35,81,219,8,11,8,19,10,1,Columbia,17199,Other,Other,Medicine,0,33,28,2,5,0,10,5,3,7,3,5,138926,1057,33404,4,2,19,88,18,61,78,31,6,7,7,7,7,2,2,10,6,2,1,1,3,1,5,2,5,3,5,7,5,1,0,1,-0.5605450107465939,10,5,10,7,2,1,9,8,5,5,1,7,5,1,9,2,1,0
5363,260,232,230,260,4,6,17,4,6,2,NYU,10726,Business,Other,Law,0,37,27,1,4,0,2,2,6,4,18,6,84631,1041,54549,7,6,44,1,93,85,37,69,4,9,3,8,9,7,6,3,4,6,3,3,1,2,3,4,3,4,3,3,4,3,0,0,-0.22265222886302438,10,4,9,10,8,7,10,7,10,4,9,2,4,5,7,10,3,0
